172.16.0.75,0
172.16.0.81,1
172.16.0.88,4
172.16.0.89,4
172.16.0.109,1
172.16.0.112,0
172.16.0.133,0
172.16.0.135,3
172.16.0.148,0
172.16.0.155,3
172.16.0.185,3
172.16.0.248,1
172.16.0.252,3
172.16.0.253,3
